trip_id,start_date,subscriber_type,start_station_name,start_station_id
1125891,2016-03-16 07:24:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1131115,2016-03-21 08:23:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1079913,2016-02-03 07:33:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1096917,2016-02-18 07:32:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1089535,2016-02-11 07:31:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1107071,2016-02-26 09:49:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1142824,2016-03-30 10:37:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1063587,2016-01-18 08:00:00.000000 UTC,Subscriber,San Mateo County Center,23
1078705,2016-02-02 08:03:00.000000 UTC,Subscriber,San Mateo County Center,23
1121713,2016-03-11 08:02:00.000000 UTC,Subscriber,San Mateo County Center,23
1109707,2016-02-29 16:27:00.000000 UTC,Subscriber,San Mateo County Center,23
1081885,2016-02-04 12:20:00.000000 UTC,Subscriber,Stanford in Redwood City,25
1100781,2016-02-22 09:38:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1100873,2016-02-22 10:35:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1142520,2016-03-30 09:00:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1082996,2016-02-05 09:28:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1123391,2016-03-14 12:51:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1075880,2016-01-29 09:01:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1139699,2016-03-28 12:56:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1077901,2016-02-01 12:53:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1106927,2016-02-26 08:58:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1062038,2016-01-15 09:02:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1091440,2016-02-12 09:59:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1085567,2016-02-08 12:54:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1105479,2016-02-25 08:58:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1131487,2016-03-21 11:01:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1053636,2016-01-07 09:01:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1050818,2016-01-04 09:01:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1097293,2016-02-18 09:32:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1129211,2016-03-18 09:00:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1134098,2016-03-23 09:00:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1098686,2016-02-19 09:25:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1074796,2016-01-28 13:01:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1066773,2016-01-21 08:22:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1074302,2016-01-28 08:22:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1110810,2016-03-01 09:26:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1091771,2016-02-12 15:21:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1068369,2016-01-22 16:22:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1136146,2016-03-24 15:21:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1057553,2016-01-11 18:16:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1115891,2016-03-04 19:13:00.000000 UTC,Subscriber,San Mateo County Center,23
1076085,2016-01-29 12:24:00.000000 UTC,Subscriber,San Mateo County Center,23
1104819,2016-02-24 18:15:00.000000 UTC,Subscriber,San Mateo County Center,23
1103203,2016-02-23 17:45:00.000000 UTC,Subscriber,San Mateo County Center,23
1092840,2016-02-14 05:04:00.000000 UTC,Subscriber,Mezes,83
1109713,2016-02-29 16:31:00.000000 UTC,Subscriber,Stanford in Redwood City,25
1085794,2016-02-08 16:30:00.000000 UTC,Subscriber,Stanford in Redwood City,25
1126779,2016-03-16 16:32:00.000000 UTC,Subscriber,Stanford in Redwood City,25
1125180,2016-03-15 16:32:00.000000 UTC,Subscriber,Stanford in Redwood City,25
1103327,2016-02-23 18:26:00.000000 UTC,Subscriber,Stanford in Redwood City,25
1073429,2016-01-27 16:34:00.000000 UTC,Subscriber,Stanford in Redwood City,25
1087324,2016-02-09 16:32:00.000000 UTC,Subscriber,Stanford in Redwood City,25
